fold,split,slide_id,feature_dir,h5_path,dataset_key,n_patches,feature_dim,has_coords
1,train,TCGA-WC-AA9E-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-AA9E-01.h5,features,10917,1536,True
1,train,TCGA-YZ-A980-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-YZ-A980-01.h5,features,7930,1536,True
1,train,TCGA-YZ-A980-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-YZ-A980-01.h5,features,7930,2560,True
1,train,TCGA-YZ-A980-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-YZ-A980-01.h5,features,7930,1536,True
1,train,TCGA-YZ-A982-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-YZ-A982-01.h5,features,25461,1536,True
1,train,TCGA-YZ-A982-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-YZ-A982-01.h5,features,25461,2560,True
1,train,TCGA-YZ-A982-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-YZ-A982-01.h5,features,25461,1536,True
1,train,TCGA-YZ-A983-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-YZ-A983-01.h5,features,15844,1536,True
1,train,TCGA-YZ-A983-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-YZ-A983-01.h5,features,15844,2560,True
1,train,TCGA-YZ-A983-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-YZ-A983-01.h5,features,15844,1536,True
1,train,TCGA-YZ-A984-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-YZ-A984-01.h5,features,20585,1536,True
1,train,TCGA-YZ-A984-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-YZ-A984-01.h5,features,20585,2560,True
1,train,TCGA-YZ-A984-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-YZ-A984-01.h5,features,20585,1536,True
1,train,TCGA-YZ-A985-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-YZ-A985-01.h5,features,8984,1536,True
1,train,TCGA-YZ-A985-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-YZ-A985-01.h5,features,8984,2560,True
1,train,TCGA-YZ-A985-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-YZ-A985-01.h5,features,8984,1536,True
1,val,TCGA-RZ-AB0B-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-RZ-AB0B-01.h5,features,15363,1536,True
1,val,TCGA-RZ-AB0B-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-RZ-AB0B-01.h5,features,15363,2560,True
1,val,TCGA-RZ-AB0B-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-RZ-AB0B-01.h5,features,15363,1536,True
1,val,TCGA-V4-A9E7-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9E7-01.h5,features,12715,1536,True
1,val,TCGA-V4-A9E7-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9E7-01.h5,features,12715,2560,True
1,val,TCGA-V4-A9E7-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9E7-01.h5,features,12715,1536,True
1,val,TCGA-V4-A9EE-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EE-01.h5,features,9246,1536,True
1,val,TCGA-V4-A9EE-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EE-01.h5,features,9246,2560,True
1,val,TCGA-V4-A9EE-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EE-01.h5,features,9246,1536,True
1,val,TCGA-V4-A9EH-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EH-01.h5,features,8873,1536,True
1,val,TCGA-V4-A9EH-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EH-01.h5,features,8873,2560,True
1,val,TCGA-V4-A9EH-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EH-01.h5,features,8873,1536,True
1,val,TCGA-V4-A9EO-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EO-01.h5,features,14931,1536,True
1,val,TCGA-V4-A9EO-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EO-01.h5,features,14931,2560,True
1,val,TCGA-V4-A9EO-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EO-01.h5,features,14931,1536,True
1,val,TCGA-V4-A9EU-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9EU-01.h5,features,8239,1536,True
1,val,TCGA-V4-A9EU-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9EU-01.h5,features,8239,2560,True
1,val,TCGA-V4-A9EU-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9EU-01.h5,features,8239,1536,True
1,val,TCGA-V4-A9F0-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F0-01.h5,features,6254,1536,True
1,val,TCGA-V4-A9F0-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F0-01.h5,features,6254,2560,True
1,val,TCGA-V4-A9F0-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F0-01.h5,features,6254,1536,True
1,val,TCGA-V4-A9F2-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F2-01.h5,features,7140,1536,True
1,val,TCGA-V4-A9F2-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F2-01.h5,features,7140,2560,True
1,val,TCGA-V4-A9F2-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F2-01.h5,features,7140,1536,True
1,val,TCGA-V4-A9F3-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F3-01.h5,features,17076,1536,True
1,val,TCGA-V4-A9F3-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F3-01.h5,features,17076,2560,True
1,val,TCGA-V4-A9F3-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F3-01.h5,features,17076,1536,True
1,val,TCGA-V4-A9F5-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F5-01.h5,features,13773,1536,True
1,val,TCGA-V4-A9F5-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F5-01.h5,features,13773,2560,True
1,val,TCGA-V4-A9F5-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F5-01.h5,features,13773,1536,True
1,val,TCGA-V4-A9F8-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-V4-A9F8-01.h5,features,11130,1536,True
1,val,TCGA-V4-A9F8-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-V4-A9F8-01.h5,features,11130,2560,True
1,val,TCGA-V4-A9F8-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-V4-A9F8-01.h5,features,11130,1536,True
1,val,TCGA-VD-A8KH-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KH-01.h5,features,13144,1536,True
1,val,TCGA-VD-A8KH-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KH-01.h5,features,13144,2560,True
1,val,TCGA-VD-A8KH-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KH-01.h5,features,13144,1536,True
1,val,TCGA-VD-A8KL-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-VD-A8KL-01.h5,features,24743,1536,True
1,val,TCGA-VD-A8KL-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-VD-A8KL-01.h5,features,24743,2560,True
1,val,TCGA-VD-A8KL-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-VD-A8KL-01.h5,features,24743,1536,True
1,val,TCGA-WC-A882-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A882-01.h5,features,9553,1536,True
1,val,TCGA-WC-A882-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A882-01.h5,features,9553,2560,True
1,val,TCGA-WC-A882-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A882-01.h5,features,9553,1536,True
1,val,TCGA-WC-A883-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A883-01.h5,features,6537,1536,True
1,val,TCGA-WC-A883-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A883-01.h5,features,6537,2560,True
1,val,TCGA-WC-A883-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A883-01.h5,features,6537,1536,True
1,val,TCGA-WC-A885-01,features_hoptimus1,L:\20x_256px_0px_overlap\features_hoptimus1\TCGA-WC-A885-01.h5,features,5306,1536,True
1,val,TCGA-WC-A885-01,features_virchow,L:\20x_256px_0px_overlap\features_virchow\TCGA-WC-A885-01.h5,features,5306,2560,True
1,val,TCGA-WC-A885-01,features_hoptimus0,L:\20x_256px_0px_overlap\features_hoptimus0\TCGA-WC-A885-01.h5,features,5306,1536,True
